id,name,login,password,company_id/id,active,lang,tz,action_id/id,notification_email_send,email,signature,groups_id/id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base.user_cat,แคท,cat,cat,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- cat,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_jarun,จรัญ,jarun,jarun,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- jarun,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_jarin,จรินทร์,jarin,jarin,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- jarin,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_chatchai,ฉัตรชัย,chatchai,chatchai,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- chatchai,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_chaiwat,ชัยวัฒน์,chaiwat,chaiwat,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- chaiwat,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_chumporn,ชุมพร,chumporn,chumporn,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- chumporn,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_chukiet,ชูเกียรติ,chukiet,chukiet,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- chukiet,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_niti,นิติ,niti,niti,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- niti,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_nitus,นิทัศน์,nitus,nitus,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- nitus,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_noon,นุ่น,nun,nun,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- noon,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_boonlert,บุญเลิศ,boonlert,boonlert,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- boonlert,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_pornthip,พรทิพย์,pornthip,pornthip,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- pornthip,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_pornthep,พรเทพ,pornthep,pornthep,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- pornthep,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_peerapat,พีรพัฒน์,peerapat,peerapat,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- peerapat,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_pure,เพียว,pure,pure,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- pure,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_yosawee,ยศวีร์,yosawee,yosawee,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- yosawee,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_yuphin,ยุพิล,yupin,yupin,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- yuphin,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_worapon,วรพล,worapon,worapon,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- worapon,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_worawit,วรวิทย์,worawit,worawit,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- worawit,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_witthaya,วิทยา,witthaya,witthaya,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- Witthaya,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_weeraporn,วีระพร,weeraporn,weeraporn,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- weeraporn,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_saranporn,ศรัณย์พร,saranporn,saranporn,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- saranporn,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_supanimit,ศุภนิมิต,supanimit,supanimit,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- supanimit,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
base.user_somphob,สมภพ,somphob,somphob,base.main_company,True,en_US,Asia/Bangkok,,Never,admin@example.com,-- somphob,base.group_erp_manager,base.group_system,base.group_user,base.group_multi_currency,base.group_no_one,base.group_sale_salesman,base.group_sale_manager,base.group_partner_manager,product.group_sale_pricelist,product.group_purchase_pricelist,product.group_costing_method,product.group_uom,product.group_stock_packaging,account.group_account_invoice,account.group_account_user,account.group_account_manager,account.group_proforma_invoices,account.group_supplier_inv_check_total,base.group_sale_salesman_all_leads,sale.group_delivery_invoice_address,sale.group_discount_per_so_line,stock.group_stock_user,stock.group_stock_manager,stock.group_inventory_valuation,stock.group_locations,sale_stock.group_invoice_deli_orders,purchase.group_purchase_user,purchase.group_purchase_manager,mrp.group_mrp_user,mrp.group_mrp_manager
